Serial Number,Topic Name,Question,Option A,Option B,Option C,Option D,Correct Answer,Difficulty Level
17996,Numbers,What is the sum of 31 and 3?,39,44,33,34,Option D: 34,Hard
17997,Profit and Loss,Find the selling price of a product with a cost price of 77 and a 14% profit.,85.42,90.07,97.5,87.78,Option D: 87.78,Easy
17998,Algebra,"What does ax + b equal if a = 9, b = 9, x = 7?",74,79,72,71,Option C: 72,Hard
17999,Profit and Loss,Find the selling price of a product with a cost price of 88 and a 8% profit.,99.01,95.04,91.19,103.35,Option B: 95.04,Medium
18000,Average,"66, 61, and 66 have an average of:",68.25,62.7,73.82,64.33,Option D: 64.33,Medium
18001,Numbers,What is the sum of 22 and 27?,51,44,55,49,Option D: 49,Easy
18002,Time and Work,"Given A can do a work in 4 days and B in 4 days, find the total time they will take working together.",4.7,0.2,2.0,7.32,Option C: 2.0,Easy
18003,Profit and Loss,A product costs 92 and is sold at a profit of 8%. What is the selling price?,96.03,103.0,99.36,107.38,Option C: 99.36,Medium
18004,Numbers,31 added to 30 equals what?,66,67,59,61,Option D: 61,Hard
18005,Profit and Loss,"If the cost price is 79 and the profit percentage is 17%, calculate the selling price.",101.34,92.43,87.89,96.47,Option B: 92.43,Easy
18006,Profit and Loss,Find the selling price of a product with a cost price of 76 and a 17% profit.,90.67,97.53,86.25,88.92,Option D: 88.92,Medium
18007,Time and Work,"If A can complete a work in 3 days and B can complete it in 10 days, how many days will they take to complete the work together?",6.49,1.04,2.31,3.98,Option C: 2.31,Medium
18008,Numbers,Calculate the total of 24 plus 35.,68,57,59,60,Option C: 59,Easy
18009,Average,"What is the mean of the numbers 49, 57, and 94?",62.5,68.52,66.67,76.14,Option C: 66.67,Medium
18010,Algebra,"Given a = 8, b = 8, and x = 1, compute ax + b.",24,21,13,16,Option D: 16,Easy
18011,Ratio and Proportion,"If A:B = 3:1 and A is 26, determine the value of B.",14.49,7.38,10.27,8.67,Option D: 8.67,Medium
18012,Average,"55, 19, and 88 have an average of:",54.0,49.95,62.24,55.47,Option A: 54.0,Easy
18013,Algebra,"Calculate the value of ax + b for a = 6, b = 3, and x = 5.",41,31,38,33,Option D: 33,Hard
18014,Profit and Loss,A product costs 87 and is sold at a profit of 6%. What is the selling price?,89.26,92.22,99.63,97.09,Option B: 92.22,Hard
18015,Pipes and Cisterns,Find the time required to fill a tank of 34 liters if one pipe fills it in 2 hours and another empties it in 4 hours.,-12.24,-14.42,-17.0,-18.74,Option C: -17.0,Hard
18016,Numbers,14 added to 28 equals what?,44,52,38,42,Option D: 42,Medium
18017,Algebra,"Calculate the value of ax + b for a = 8, b = 8, and x = 9.",76,86,80,85,Option C: 80,Medium
18018,Average,"17, 79, and 16 have an average of:",38.47,47.17,37.33,36.28,Option C: 37.33,Medium
18019,Time and Work,"If A can complete a work in 1 days and B can complete it in 5 days, how many days will they take to complete the work together?",0.83,3.25,4.92,-1.79,Option A: 0.83,Easy
18020,Ratio and Proportion,"If the ratio of A to B is 4:2 and A is 44, what is B?",27.65,24.2,20.55,22.0,Option D: 22.0,Hard
18021,Ratio and Proportion,A is 17 and the ratio of A to B is 4:1. What is B?,4.25,8.65,2.89,6.52,Option A: 4.25,Medium
18022,Time and Work,"Given A can do a work in 5 days and B in 9 days, find the total time they will take working together.",3.21,1.51,8.37,5.92,Option A: 3.21,Hard
18023,Algebra,"Find the result of a * x + b given a = 8, b = 8, x = 4.",49,40,37,41,Option B: 40,Medium
18024,Profit and Loss,A product costs 96 and is sold at a profit of 17%. What is the selling price?,121.34,112.32,108.92,114.0,Option B: 112.32,Easy
18025,Pipes and Cisterns,"A pipe can fill a tank in 4 hours and another pipe can empty it in 3 hours. If both are open, how long will it take to fill the tank of 58 liters?",58.0,55.2,63.32,60.35,Option A: 58.0,Easy
18026,Pipes and Cisterns,A pipe fills a tank in 4 hours and another empties it in 1 hours. Calculate the time to fill the tank of 45 liters with both pipes open.,12.77,15.0,16.77,19.43,Option B: 15.0,Easy
18027,Average,"55, 54, and 1 have an average of:",38.83,36.67,34.46,45.18,Option B: 36.67,Hard
18028,Algebra,"Find the result of a * x + b given a = 1, b = 2, x = 2.",5,1,4,11,Option C: 4,Medium
18029,"Time, Speed, Distance",88 km distance is covered at 20 km/hr. Determine the time taken.,6.98,3.16,4.4,8.83,Option C: 4.4,Hard
18030,Percentage,40% of 134 is what?,58.16,50.97,53.6,62.61,Option C: 53.6,Easy
18031,Percentage,44% of 108 is what?,48.83,55.69,47.52,44.63,Option C: 47.52,Hard
18032,Percentage,What is 35% of 142?,47.74,52.61,59.51,49.7,Option D: 49.7,Easy
18033,Average,"What is the mean of the numbers 59, 81, and 72?",70.67,73.77,68.87,80.27,Option A: 70.67,Medium
18034,Numbers,Add 29 and 41. What do you get?,75,76,69,70,Option D: 70,Hard
18035,Average,"30, 24, and 54 have an average of:",39.28,42.97,36.0,32.59,Option C: 36.0,Medium
18036,Average,"What is the mean of the numbers 16, 98, and 78?",60.82,64.0,66.04,70.76,Option B: 64.0,Medium
18037,Average,"74, 85, and 79 have an average of:",84.03,85.67,79.33,77.81,Option C: 79.33,Easy
18038,Percentage,What is 10% of 52?,14.09,8.77,5.2,3.75,Option C: 5.2,Hard
18039,Time and Work,How many days will it take for A and B to finish a work together if A takes 10 days and B takes 1 days?,5.33,0.91,3.76,-0.39,Option B: 0.91,Medium
18040,"Time, Speed, Distance",Find the travel time for 102 km at 30 km/hr.,6.07,8.42,3.4,2.37,Option C: 3.4,Hard
18041,Ratio and Proportion,"If A:B = 1:3 and A is 35, determine the value of B.",102.61,110.11,105.0,107.48,Option C: 105.0,Easy
18042,Profit and Loss,Find the selling price of a product with a cost price of 97 and a 7% profit.,113.22,103.79,101.09,108.78,Option B: 103.79,Medium
18043,Average,"Calculate the average value of 51, 47, and 95.",60.1,73.8,68.52,64.33,Option D: 64.33,Hard
18044,Ratio and Proportion,Calculate the value of B if A:B = 2:3 and A = 23.,33.28,39.42,35.96,34.5,Option D: 34.5,Easy
18045,Pipes and Cisterns,"If a tank is filled by a pipe in 6 hours and emptied by another in 5 hours, how long will it take to fill the tank of 32 liters when both pipes are open?",32.0,33.54,29.79,36.74,Option A: 32.0,Easy
18046,Percentage,Determine the value of 43% of 185.,79.55,89.43,78.35,81.19,Option A: 79.55,Easy
18047,Ratio and Proportion,"If A:B = 4:4 and A is 23, determine the value of B.",27.03,24.58,23.0,20.91,Option C: 23.0,Easy
18048,"Time, Speed, Distance",A vehicle covers 195 km at 30 km/hr. How much time does it take?,3.99,6.5,12.37,9.14,Option B: 6.5,Hard
18049,Numbers,Add 21 and 37. What do you get?,54,60,66,58,Option D: 58,Medium
18050,Profit and Loss,"Given a cost price of 58 and a profit percentage of 14%, determine the selling price.",66.12,68.17,61.22,73.25,Option A: 66.12,Easy
18051,"Time, Speed, Distance",118 km distance is covered at 10 km/hr. Determine the time taken.,8.95,14.72,11.8,17.05,Option C: 11.8,Easy
18052,Profit and Loss,"Given a cost price of 56 and a profit percentage of 9%, determine the selling price.",65.77,61.04,59.92,70.04,Option B: 61.04,Medium
18053,Percentage,Find 31% of 126.,39.06,46.04,36.56,41.05,Option A: 39.06,Hard
18054,Algebra,"Find the result of a * x + b given a = 1, b = 9, x = 5.",22,17,14,11,Option C: 14,Medium
18055,Algebra,"If a = 3, b = 7, and x = 5, what is ax + b?",22,23,19,32,Option A: 22,Easy
18056,Time and Work,How many days will it take for A and B to finish a work together if A takes 8 days and B takes 9 days?,4.24,9.84,3.04,5.91,Option A: 4.24,Easy
18057,Numbers,Find the result when you add 39 and 49.,86,93,88,98,Option C: 88,Hard
18058,Profit and Loss,Find the selling price of a product with a cost price of 60 and a 19% profit.,68.75,77.82,74.21,71.4,Option D: 71.4,Medium
18059,Profit and Loss,"Given a cost price of 67 and a profit percentage of 7%, determine the selling price.",71.69,69.19,80.03,75.96,Option A: 71.69,Hard
18060,Algebra,"What does ax + b equal if a = 6, b = 1, x = 10?",69,64,61,59,Option C: 61,Easy
18061,Percentage,Calculate 14% of 96.,18.36,13.44,10.73,20.29,Option B: 13.44,Medium
18062,Profit and Loss,"If the cost price is 61 and the profit percentage is 14%, calculate the selling price.",77.36,71.55,65.94,69.54,Option D: 69.54,Hard
18063,Numbers,Find the result when you add 18 and 39.,57,59,55,64,Option A: 57,Medium
18064,Numbers,Find the result when you add 43 and 36.,89,79,78,84,Option B: 79,Hard
18065,Numbers,Calculate the total of 30 plus 16.,53,46,44,49,Option B: 46,Hard
18066,Ratio and Proportion,Find B given that the ratio of A to B is 5:3 and A equals 22.,11.26,13.2,17.7,15.87,Option B: 13.2,Hard
18067,Algebra,"What does ax + b equal if a = 1, b = 8, x = 6?",14,11,16,23,Option A: 14,Hard
18068,Numbers,Calculate the total of 49 plus 15.,65,61,64,70,Option C: 64,Medium
18069,Average,"Calculate the average value of 28, 94, and 39.",60.27,57.54,53.67,49.13,Option C: 53.67,Easy
18070,Average,"What is the mean of the numbers 97, 48, and 76?",72.33,78.26,73.67,83.23,Option C: 73.67,Hard
18071,Algebra,"What does ax + b equal if a = 4, b = 6, x = 2?",14,16,23,11,Option A: 14,Easy
18072,Average,"What is the mean of the numbers 34, 51, and 38?",41.0,43.4,36.94,50.02,Option A: 41.0,Hard
18073,"Time, Speed, Distance",A vehicle covers 180 km at 20 km/hr. How much time does it take?,11.93,6.1,9.0,13.28,Option C: 9.0,Hard
18074,Time and Work,"Given A can do a work in 3 days and B in 1 days, find the total time they will take working together.",-2.12,2.27,0.75,6.26,Option C: 0.75,Hard
18075,Profit and Loss,"Given a cost price of 75 and a profit percentage of 18%, determine the selling price.",97.5,86.76,88.5,92.06,Option C: 88.5,Hard
18076,Numbers,Add 29 and 41. What do you get?,71,67,79,70,Option D: 70,Easy
18077,Ratio and Proportion,"If the ratio of A to B is 3:5 and A is 39, what is B?",69.66,66.79,65.0,63.8,Option C: 65.0,Easy
18078,"Time, Speed, Distance",Find the travel time for 141 km at 22 km/hr.,6.41,7.93,10.58,3.78,Option A: 6.41,Hard
18079,Average,"76, 90, and 28 have an average of:",73.8,61.03,65.91,64.67,Option D: 64.67,Easy
18080,Ratio and Proportion,Calculate the value of B if A:B = 5:2 and A = 35.,18.69,14.0,11.76,16.93,Option B: 14.0,Easy
18081,Numbers,Add 26 and 25. What do you get?,50,51,59,53,Option B: 51,Easy
18082,Time and Work,"If A can complete a work in 3 days and B can complete it in 10 days, how many days will they take to complete the work together?",7.5,-0.21,2.31,4.23,Option C: 2.31,Medium
18083,Percentage,Calculate 50% of 106.,53.0,54.6,61.12,50.37,Option A: 53.0,Hard
18084,Time and Work,Calculate the time for A and B to complete a work together if A takes 3 days and B takes 7 days individually.,-0.86,2.1,6.3,3.24,Option B: 2.1,Hard
18085,Algebra,"Given a = 4, b = 8, and x = 10, compute ax + b.",48,50,47,57,Option A: 48,Hard
18086,Algebra,"Find the result of a * x + b given a = 7, b = 2, x = 8.",56,58,61,65,Option B: 58,Hard
18087,Percentage,1% of 147 is what?,-0.51,6.11,8.21,1.47,Option D: 1.47,Hard
18088,Percentage,Calculate 15% of 129.,14.91,19.35,20.69,27.02,Option B: 19.35,Medium
18089,"Time, Speed, Distance",Find the travel time for 169 km at 27 km/hr.,8.54,6.26,11.14,4.64,Option B: 6.26,Hard
18090,Numbers,49 added to 2 equals what?,51,56,47,57,Option A: 51,Hard
18091,Ratio and Proportion,A is 40 and the ratio of A to B is 3:4. What is B?,59.33,53.33,56.07,51.89,Option B: 53.33,Medium
18092,Pipes and Cisterns,"A pipe can fill a tank in 9 hours and another pipe can empty it in 2 hours. If both are open, how long will it take to fill the tank of 49 liters?",4.93,11.63,9.67,7.0,Option D: 7.0,Easy
18093,Average,"What is the mean of the numbers 22, 25, and 17?",19.99,24.77,31.2,21.33,Option D: 21.33,Hard
18094,Percentage,Calculate 30% of 68.,28.48,17.55,24.77,20.4,Option D: 20.4,Hard
18095,Pipes and Cisterns,Determine the filling time for a tank of 42 liters given a fill rate of 8 hours and an empty rate of 1 hours.,11.18,8.28,6.0,3.56,Option C: 6.0,Hard
18096,Algebra,"What does ax + b equal if a = 2, b = 10, x = 5?",20,16,22,29,Option A: 20,Easy
18097,Percentage,What is 19% of 175?,29.96,33.25,41.29,35.56,Option B: 33.25,Easy
18098,Numbers,34 added to 37 equals what?,71,66,79,75,Option A: 71,Medium
18099,Average,"The average of 92, 83, and 53 is:",78.97,76.0,83.06,72.33,Option B: 76.0,Hard
18100,Numbers,What is the sum of 17 and 34?,50,61,55,51,Option D: 51,Easy
18101,Ratio and Proportion,A is 17 and the ratio of A to B is 1:3. What is B?,53.42,51.0,48.85,55.52,Option B: 51.0,Easy
18102,Time and Work,How many days will it take for A and B to finish a work together if A takes 6 days and B takes 4 days?,3.81,-0.32,7.97,2.4,Option D: 2.4,Hard
18103,Ratio and Proportion,Calculate the value of B if A:B = 3:2 and A = 16.,11.87,15.16,8.42,10.67,Option D: 10.67,Easy
18104,Pipes and Cisterns,Determine the filling time for a tank of 30 liters given a fill rate of 10 hours and an empty rate of 5 hours.,7.1,6.0,10.62,4.16,Option B: 6.0,Easy
18105,Numbers,Calculate the total of 42 plus 25.,73,67,66,71,Option B: 67,Easy
18106,Time and Work,Calculate the time for A and B to complete a work together if A takes 5 days and B takes 3 days individually.,-1.07,7.33,3.19,1.88,Option D: 1.88,Hard
18107,Algebra,"Find the result of a * x + b given a = 7, b = 2, x = 4.",27,38,33,30,Option D: 30,Medium
18108,Percentage,49% of 57 is what?,25.77,27.93,34.46,31.11,Option B: 27.93,Easy
18109,Average,"What is the mean of the numbers 87, 41, and 41?",64.38,56.33,59.29,51.71,Option B: 56.33,Medium
18110,"Time, Speed, Distance",Find the travel time for 132 km at 15 km/hr.,7.0,11.11,8.8,14.65,Option C: 8.8,Easy
18111,"Time, Speed, Distance",64 km distance is covered at 14 km/hr. Determine the time taken.,6.38,8.67,4.57,3.03,Option C: 4.57,Hard
18112,Pipes and Cisterns,"A pipe can fill a tank in 7 hours and another pipe can empty it in 4 hours. If both are open, how long will it take to fill the tank of 41 liters?",17.7,13.67,10.76,15.96,Option B: 13.67,Hard
18113,Time and Work,"A takes 4 days to finish a work and B takes 10 days. Working together, how many days will they take?",8.48,4.16,2.86,0.57,Option C: 2.86,Hard
18114,Pipes and Cisterns,A pipe fills a tank in 3 hours and another empties it in 1 hours. Calculate the time to fill the tank of 49 liters with both pipes open.,27.13,22.9,24.5,29.37,Option C: 24.5,Easy
18115,Average,"48, 24, and 65 have an average of:",45.67,54.59,41.31,48.0,Option A: 45.67,Hard
18116,Average,"The average of 50, 58, and 90 is:",66.0,61.77,70.07,75.49,Option A: 66.0,Medium
18117,Algebra,"Calculate the value of ax + b for a = 2, b = 6, and x = 6.",15,18,26,19,Option B: 18,Hard
18118,Algebra,"Given a = 5, b = 5, and x = 8, compute ax + b.",48,41,54,45,Option D: 45,Medium
18119,Numbers,Find the result when you add 7 and 27.,34,44,30,36,Option A: 34,Hard
18120,Algebra,"Calculate the value of ax + b for a = 5, b = 7, and x = 5.",28,32,36,42,Option B: 32,Easy
18121,Profit and Loss,A product costs 62 and is sold at a profit of 6%. What is the selling price?,74.17,70.68,63.17,65.72,Option D: 65.72,Medium
18122,Algebra,"Given a = 2, b = 4, and x = 8, compute ax + b.",16,27,20,25,Option C: 20,Hard
18123,Ratio and Proportion,A is 27 and the ratio of A to B is 1:2. What is B?,51.98,54.0,59.01,55.9,Option B: 54.0,Easy
18124,Pipes and Cisterns,Determine the filling time for a tank of 43 liters given a fill rate of 8 hours and an empty rate of 5 hours.,18.39,12.55,16.81,14.33,Option D: 14.33,Hard
18125,Percentage,Calculate 39% of 110.,38.12,42.9,49.22,46.93,Option B: 42.9,Hard
18126,Profit and Loss,Find the selling price of a product with a cost price of 53 and a 10% profit.,58.3,62.31,65.83,55.34,Option A: 58.3,Medium
18127,"Time, Speed, Distance",Calculate the time taken to travel 149 km at a speed of 22 km/hr.,5.57,11.15,7.88,6.77,Option D: 6.77,Hard
18128,Algebra,"Given a = 8, b = 5, and x = 1, compute ax + b.",8,18,19,13,Option D: 13,Easy
18129,Numbers,40 added to 26 equals what?,66,68,61,73,Option A: 66,Easy
18130,Pipes and Cisterns,"If a tank is filled by a pipe in 9 hours and emptied by another in 2 hours, how long will it take to fill the tank of 57 liters when both pipes are open?",10.5,8.14,13.77,5.55,Option B: 8.14,Hard
18131,Profit and Loss,"If the cost price is 50 and the profit percentage is 14%, calculate the selling price.",52.11,57.0,64.2,61.64,Option B: 57.0,Hard
18132,Algebra,"Given a = 3, b = 10, and x = 5, compute ax + b.",20,32,29,25,Option D: 25,Hard
18133,Pipes and Cisterns,Determine the filling time for a tank of 52 liters given a fill rate of 7 hours and an empty rate of 5 hours.,26.0,30.2,24.49,28.75,Option A: 26.0,Medium
18134,Average,"What is the mean of the numbers 77, 82, and 78?",86.67,75.68,80.84,79.0,Option D: 79.0,Hard
18135,Numbers,18 added to 26 equals what?,40,46,51,44,Option D: 44,Medium
18136,Numbers,Calculate the total of 30 plus 17.,48,53,47,42,Option C: 47,Medium
