Serial Number,Topic,Question,Answer
4824,Percentage,"If the original price is 242, what is 62% discount?",91.96000000000001
4825,Ratio and Proportion,Determine the original values of a and b if their ratio is 3:12 and their sum is 15.,3:12
4826,Numbers,Is the number 34 both prime and an integer?,No
4827,Ratio and Proportion,"If the ratio 4:84 is equivalent to the ratio 69:36, find the value of b given a = 64.",1449.0
4828,Percentage,Calculate 50% of 582 and then subtract it from the original value.,11746.0
4829,Average,"Determine the mean of the following set of numbers [93, 23, 45, 66, 17] after increasing each by 3.",51.8
4830,Algebra,Solve the equation 2x² + 9x + 2 = 0 for x.,"(-0.23, -4.27)"
4831,Time Speed Distance,Calculate the time taken to travel 385 km at a speed of 77 km/h.,5.0
4832,Average,"What is the average of the given numbers: [61, 51, 85, 73, 55]?",65.0
4833,Ratio and Proportion,Find the new ratio if a and b are multiplied by 4 and 3 respectively.,32:87
4834,Pipes and Cisterns,"Pipes A and B can fill a tank in 23 hours and 46 hours, respectively. How long will it take if both pipes are used?",15.33
4835,Profit and Loss,"Calculate the marked price if a discount of 19% leads to a selling price of 1460.43, given the cost price is 970.",Profit of 490.43
4836,Numbers,What is the next integer after 28?,Yes
4837,Average,"What is the average of the given numbers: [78, 91, 30, 97, 91]?",77.4
4838,Profit and Loss,What is the profit if the selling price is 681 and the cost price is 173?,Profit of 508
4839,Algebra,Calculate x: 8x + -10 = 0.,0.25
4840,Time Speed Distance,Calculate the total distance if a car travels for 9 hours at a constant speed of 95 km/h.,855
4841,Numbers,"If 77 and 80 are integers, is their sum a natural number?",Yes
4842,Pipes and Cisterns,"Pipe A fills a tank in 34 hours, Pipe B in 35 hours, and Pipe C empties it in 35 hours. If all three are used for 6 hours, how much of the tank is filled?",0.35
4843,Time Speed Distance,"If a vehicle accelerates from 95 km/h to 137 km/h over 8 hours, what is the distance covered in the first 7 hours?",812.0
4844,Percentage,"If 24% of a value is 6175, what would 4% of the same value be?",56.42000000000001
4845,Time Speed Distance,"If a vehicle moves at 48 km/h for 1 hours, what is the distance covered?",48
4846,Algebra,Calculate x: 6x + -4 = 0.,-0.5
4847,Numbers,Find the next composite number after 56.,Yes
4848,Pipes and Cisterns,"Calculate the time required to fill a tank if Pipe A fills it in 46 hours, Pipe B fills it in 22 hours, and Pipe C empties it in 12 hours.",14.88
4849,Algebra,Solve the quadratic equation 1x² + 1x + 0 = 0.,"(0.0, -1.0)"
4850,Percentage,"If 48% of a number is 7863, what is the number?",16381.25
4851,Algebra,Find the roots of the equation 6x² + 5x + -10 = 0.,"(0.94, -1.77)"
4852,Percentage,Find the percentage value of 256 when it is increased by 43%.,366.08
4853,Percentage,Find the percentage value of 866 when it is increased by 55%.,1342.3
4854,Ratio and Proportion,Determine the original values of a and b if their ratio is 4:6 and their sum is 10.,4:6
4855,Pipes and Cisterns,"If Pipe A fills a tank in 39 hours and Pipe B in 22 hours, how long will both pipes take together?",14.07
4856,Numbers,Find the smallest integer greater than 3.,Yes
4857,Numbers,Is 95 a perfect square and an integer?,Yes
4858,Time and Work,"If 6 can complete a job in 12 days, what fraction of the job can 72 complete in one day?",2.0
4859,Average,"What is the average of the square of these numbers: [9, 1, 2, 4, 10]?",40.4
4860,Percentage,Calculate 9% of 815.,733500
4861,Time and Work,Determine the time taken if 18 work twice as fast as 6 to complete the job in 46 days.,15.33
4862,Time and Work,4 people can complete a work in 36 days. How many days will 1 person take to complete the same work?,144
4863,Time and Work,Determine the time taken if 27 work twice as fast as 9 to complete the job in 19 days.,6.33
4864,Time Speed Distance,A car covers 160 km at 98 km/h and 56 km at 21 km/h. Find the total time taken.,48
4865,Percentage,What percentage of 1590 is 846?,53.20754716981132
4866,Percentage,"If a value is 725, what will 30% of it be?",2175000
4867,Time and Work,Determine the time taken if 9 work half the time and 18 work the other half to complete the job in 26 days.,13.0
4868,Algebra,Solve the equation 1x² + 2x + 2 = 0 for x.,No real roots
4869,Percentage,"If 419 is 65% more than another value, what is that value?",253.93939393939397
4870,Average,Determine the average of the first 4 natural numbers.,39.4
4871,Numbers,Is 36 a natural number?,Yes
4872,Algebra,Calculate x in the equation 9x + 3 = -10.,-1.4444444444444444
4873,Algebra,Determine the solution to the equation 9x + 3 = 1.,-0.2222222222222222
4874,Profit and Loss,A product is marked at 1144 and sold at 306. What is the profit or loss?,Loss of 535
4875,Ratio and Proportion,Solve for the ratio 46:47 if a + b = 16 and a = 1.,15
4876,Algebra,Solve the equation 9x² + 10x + -10 = 0 for x.,"(0.64, -1.75)"
4877,Average,"Find the mean value if 5 is added to each of the numbers in the set [98, 87, 86, 53, 22].",74.2
4878,Profit and Loss,Calculate the profit/loss percentage when a product is sold for 881 after buying it for 660.,Loss of 221
4879,Ratio and Proportion,Solve for the ratio 68:78 if a + b = 18 and a = 13.,5
4880,Ratio and Proportion,"If the ratio 87:42 is tripled, what are the new values of a and b?",261:126
4881,Percentage,Find the percentage value of 169 when it is increased by 78%.,300.82
4882,Pipes and Cisterns,"Determine the time taken if Pipe A fills a tank in 48 hours, and Pipe B in 16 hours, but Pipe C empties it in 27 hours, and all three are used for 5 hours.",0.42
4883,Average,"Calculate the harmonic mean of the following numbers: [69, 95, 61, 25].",49.13
4884,Percentage,"If 2% of a value is 9950, what would 39% of the same value be?",194.6364
4885,Average,"If the average of 76, 96, and 71 is 81.0, and one number is replaced by 22, find the new average.",63.0
4886,Percentage,Calculate 6% of 460 and then subtract it from the original value.,155033.3333333333
4887,Time Speed Distance,Determine the distance covered by a car that travels at an average speed of 19.3125 km/h for 49 hours.,320
4888,Time and Work,How many days will it take for 1 person to do a job if 6 people can do it in 15 days?,90
4889,Time Speed Distance,"At a speed of 25 km/h, how far will a car travel in 10 hours?",250
4890,Time and Work,"If 4 can complete a job in 30 days, what fraction of the job can 120 complete in one day?",7.5
4891,Percentage,"If 60% of a number is 6395, what is the number?",10658.333333333332
4892,Time and Work,How many days will it take for 1 person to do a job if 5 people can do it in 33 days?,165
4893,Numbers,What is the next integer after 30?,Yes
4894,Time and Work,"If 6 people complete a task in 21 days, how long will it take if 18 people are involved?",7.0
4895,Average,"Find the average of the following numbers, excluding the largest and smallest: [4, 50, 28, 28, 9].",23.8
4896,Percentage,"If a value is 986, what will 86% of it be?",8479600
4897,Time and Work,How long will it take for 4 to complete the same work done by 9 in 10 days?,22.5
4898,Numbers,Is 29 an integer?,Yes
4899,Ratio and Proportion,What is the new value of a if the ratio of a to b is 4:59 and b is increased to 90?,1076.75
4900,Time Speed Distance,"If a car travels for 6 hours at 23 km/h and then for 7 hours at 79 km/h, what is the total distance?",252
4901,Pipes and Cisterns,"Pipes A and B can fill a tank in 41 hours and 46 hours, respectively. How long will it take if both pipes are used?",21.68
4902,Algebra,"If 9x + 10 = -2, find the value of x.",-1.3333333333333333
4903,Time Speed Distance,Determine the distance covered by a train traveling at 65 km/h for 2 hours.,130
4904,Average,"What is the average of the given numbers: [70, 84, 1, 23, 19]?",39.4
4905,Numbers,Is 93 a prime number?,No
4906,Pipes and Cisterns,"How long will it take to fill a tank if Pipe A fills it in 22 hours, but Pipe B empties it in 33 hours, and both are used simultaneously?",9.59
4907,Time and Work,"For a job done by 4 people in 39 days, how many days would one person need?",156
4908,Pipes and Cisterns,"Calculate the time required to fill a tank if Pipe A fills it in 39 hours, Pipe B fills it in 12 hours, and Pipe C empties it in 31 hours.",9.18
4909,Ratio and Proportion,"If the ratio 79:67 is equivalent to the ratio 25:20, find the value of b given a = 92.",21.20253164556962
4910,Numbers,"If 35 and 99 are integers, is their sum a natural number?",Yes
4911,Numbers,What is the next integer after 64?,Yes
4912,Average,"Calculate the average for the numbers: [88, 53, 27, 72, 27]",53.4
4913,Algebra,Calculate x: 8x + 6 = 0.,-2.0
4914,Time Speed Distance,How far will a car travel if it goes at 55 km/h for 1 hours?,55
4915,Percentage,Calculate 9% of 950.,855000
4916,Ratio and Proportion,Determine the original values of a and b if their ratio is 7:8 and their sum is 15.,7:8
4917,Numbers,Is 29 a perfect square and an integer?,Yes
4918,Algebra,Calculate x: 5x + 2 = 0.,0.6
4919,Time and Work,"For a job done by 8 people in 38 days, how many days would one person need?",304
4920,Numbers,Is 36 an integer?,Yes
4921,Numbers,Is 70 a prime number if it is greater than 124?,No
4922,Numbers,Is the number 28 divisible by any number other than 1 and itself?,Yes
4923,Ratio and Proportion,"If the ratio of a to b is 85:95, and a is increased by 3, what is the new value of b?",16.764705882352942
4924,Pipes and Cisterns,"Calculate the time required to fill a tank if Pipe A fills it in 45 hours, Pipe B fills it in 26 hours, and Pipe C empties it in 14 hours.",16.48
4925,Time Speed Distance,Calculate the time taken to travel 50 km at a speed of 25 km/h.,2.0
4926,Profit and Loss,A product is bought at 635 and sold at a profit of 247.65. What is the selling price?,Profit of -421
4927,Numbers,Is 75 a composite number?,Yes
4928,Pipes and Cisterns,"If Pipe A can fill a tank in 12 hours, and Pipe B in 33 hours, but Pipe C empties 0.28 of the tank in 28 hours, find the time to fill the tank.",22.15
4929,Algebra,Determine the value of x if 3x + -4 = -1.,1.0
4930,Profit and Loss,A product is bought at 871 and sold at a profit of 357.11. What is the selling price?,Profit of -247
4931,Time and Work,"If 4 can do a job in 33 days, how long will 2 take if they work twice as fast?",66.0
4932,Profit and Loss,A product is bought for 235 and sold at a profit of 47%. Find the selling price.,Profit of 155
4933,Time and Work,"If 8 people can do a job in 15 days, how long will it take if 16 people work?",7.5
4934,Average,"What is the average of the given numbers: [78, 96, 31, 22, 46]?",54.6
4935,Profit and Loss,A product was bought for 778 and sold for 910. Calculate profit or loss.,Profit of 132
4936,Percentage,"If 7% of a number is added to the number, what is the result?",128885.71428571429
4937,Time and Work,"If 7 persons complete a work in 30 days, how long will it take for 1 person?",210
4938,Numbers,Find the smallest integer greater than 45.,Yes
4939,Profit and Loss,What is the cost price if a product is sold for 766 at a profit of 38?,Profit of 437
4940,Time Speed Distance,A car is moving at a speed of 27 km/h for 6 hours. How far does it travel?,162
4941,Algebra,Solve the equation 10x² + 8x + -7 = 0 for x.,"(0.53, -1.33)"
4942,Average,"Find the mean value if 5 is added to each of the numbers in the set [44, 15, 78, 35, 11].",41.6
4943,Percentage,"If 65% of a value is 1545, what would 29% of the same value be?",658.3994999999999
4944,Numbers,Is 72 a prime number if it is greater than 101?,No
4945,Pipes and Cisterns,"Given that Pipe A fills a tank in 37 hours and Pipe B in 31 hours, calculate the time taken when both pipes are used together.",16.87
4946,Profit and Loss,Find the selling price if the cost price is 627 and the profit is 18%.,Profit of 71
4947,Average,"Calculate the average of the reciprocals of the numbers: [3, 10, 1, 2].",2.07
4948,Pipes and Cisterns,"If Pipe A can fill a tank in 17 hours, and Pipe B in 13 hours, but Pipe C empties 0.22 of the tank in 32 hours, find the time to fill the tank.",13.71
4949,Pipes and Cisterns,"If Pipe A fills a tank in 17 hours and Pipe B in 13 hours, how long will both pipes take together?",7.37
4950,Time Speed Distance,Determine the distance covered by a car that travels at an average speed of 14.0 km/h for 28 hours.,118
4951,Time and Work,"If 6 people can do a job in 10 days, how long will it take if 12 people work?",5.0
4952,Numbers,Is 40 a perfect square and also a prime number?,No
4953,Time and Work,"For a job done by 9 people in 47 days, how many days would one person need?",423
4954,Time Speed Distance,"Calculate the distance covered if a car travels at 89 km/h for 3 hours, then stops for 4 hours, and continues at 90 km/h.",267
4955,Algebra,Find the value of x if 2x + 6 = 0.,-3.0
4956,Profit and Loss,"If a product is sold at a loss of 16%, what was its cost price if the selling price is 891?",Loss of 37
